sourceEntityId;sourceName;countryCode;isActive;name;oldIntegrationId;dateCreated;dateUpdated;channel;subChannel;region;street;houseNumber;houseNumberExtension;city;zipCode;state;countryName;emailAddress;phoneNumber;mobileNumber;faxNumber;hasGeneralOptOut;hasEmailOptIn;hasEmailOptOut;hasDirectMailOptIn;hasDirectMailOptOut;hasTelemarketingOptIn;hasTelemarketingOptOut;hasMobileOptIn;hasMobileOptOut;hasFaxOptIn;hasFaxOptOut;totalDishes;totalLocations;totalStaff;averagePrice;daysOpen;weeksClosed;distributorName;distributorOperatorId;otm;otmEnteredBy;isNotRecalculatingOtm;netPromoterScore;salesRepresentative;cookingConvenienceLevel;isPrivateHousehold;vat;isOpenOnMonday;isOpenOnTuesday;isOpenOnWednesday;isOpenOnThursday;isOpenOnFriday;isOpenOnSaturday;isOpenOnSunday;chainName;chainId;kitchenType
116;WUFOO;US;A;Marksman CD ;;20150514 00:00:00;20150614 00:00:00;;;;FORD DR;;;Mesa ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;WUFOO;US;A;CD Marksman;;20170404 00:00:00;20170504 00:00:00;;;;DR FORD ;;;Mema;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;WUFOO;US;A;CD Marksman;;20150323 00:00:00;20150423 00:00:00;;;;DR FORD ;;;Mesa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;WUFOO;US;A;CD Marksman;;20151002 00:00:00;20151102 00:00:00;;;;FORD DR;;;Mesa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;WUFOO;US;A;CD Marksman;;20160727 00:00:00;20160827 00:00:00;;;;FORD DR;;;Mesa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;WUFOO;US;A;SCHOOL 23 DISTRICT COUNTY NANCE ;;20160408 00:00:00;20160508 00:00:00;;;;FRANKLIN AVE;RR;;FULLERTON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;WUFOO;US;A;NANCE COUNTY DISTRICT 23 SCHOOL;;20150617 00:00:00;20150717 00:00:00;;;;FRANKLIN AVE;RR;;FULLERTON ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;WUFOO;US;A;nANCE COUNTY DISTRICT 23 SCHOOL;;20150207 00:00:00;20150307 00:00:00;;;;FRANKLIN AVE;RR;;FULLERTON ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;WUFOO;US;A;NANCE COUNTY DISTRICT 23 SCHOOL;;20160601 00:00:00;20160701 00:00:00;;;;FRANKLIN AVE;RR;;FULLERTON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;WUFOO;US;A;NANCE COUNTY DISTRICT 23 SCHOOL;;20151021 00:00:00;20151121 00:00:00;;;;FRANKLIN AVE;RR;;FULLERTON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;WUFOO;FR;A;Ca Dupont Restauration;;20150201 00:00:00;20150301 00:00:00;;;;39 Rue Pasteur;;;Libernjurj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;WUFOO;FR;A;Ca Dupont Rzstlunation;;20170709 00:00:00;20170809 00:00:00;;;;39 Rue Pasteur;;;Libercourt ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;WUFOO;FR;A;Ca Duwont Restauqgtiun;;20161005 00:00:00;20161105 00:00:00;;;;Pasteur Rue 39 ;;;Libercourt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;WUFOO;FR;A;Ca Dupont Restauration;;20150720 00:00:00;20150820 00:00:00;;;;39 Rue Pasteur;;;Libercourt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;WUFOO;FR;A;Ca Dupont Restauration;;20151101 00:00:00;20151201 00:00:00;;;;39 Rue Pasteur;;;Libercourt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;WUFOO;TH;A;ฟีมอาหารตามสั่ง ;;20150824 00:00:00;20150924 00:00:00;;;;59/4 ท่าศาdา เมือง;;;Bangkok ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;WUFOO;TH;A;ฟีมoาหาsตาnqั่e;;20150614 00:00:00;20150714 00:00:00;;;;59/4 ท่าศาลา เมือง;;;Bangkok ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;WUFOO;TH;A;ฟีมอาหารตามสัaง;;20150817 00:00:00;20150917 00:00:00;;;;59/hjท่lศาลา เมือง;;;fangkbm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;WUFOO;TH;A;ฟีมอาหารตามสั่ง;;20150814 00:00:00;20150914 00:00:00;;;;59/4 ท่าศาลา เมือง;;;Bangkok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;WUFOO;TH;A;ฟีมอาหารตามสั่ง;;20151007 00:00:00;20151107 00:00:00;;;;59/4 ท่าศาลา เมือง;;;Bangkok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;WUFOO;MY;A;THAI FOOD;;20170127 00:00:00;20170227 00:00:00;;;;18/1 JALAN PAYUNG SRI 3 NO ;;;JdHOy nAaRU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;WUFOO;MY;A;oqsI FObD;;20161116 00:00:00;20161216 00:00:00;;;;NO 3 SRI PAYUNG JALAN 18/1;;;JOHOR BAHRU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;WUFOO;MY;A;THAI FOOD;;20170324 00:00:00;20170424 00:00:00;;;;NO 3 SRI PAYUNG JALAN 18/1;;;JOwOR BAHRU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;WUFOO;MY;A;THAI FOOD;;20150705 00:00:00;20150805 00:00:00;;;;NO 3 SRI PAYUNG JALAN 18/1;;;JOHOR BAHRU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;WUFOO;MY;A;THAI FOOD;;20150701 00:00:00;20150801 00:00:00;;;;NO 3 SRI PAYUNG JALAN 18/1;;;JOHOR BAHRU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;WUFOO;US;A;COMFORT lNN;;20160510 00:00:00;20160610 00:00:00;;;;SHAW AVE;50;;DEERFIELD BEACH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;WUFOO;US;A;COhFORq IpN;;20150619 00:00:00;20150719 00:00:00;;;;SHAW AVE;50;;DEERFaELD BEACH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;WUFOO;US;A;INN COMFORT ;;20160310 00:00:00;20160410 00:00:00;;;;SHAW AVE;50;;egyRFIELD BzACH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;WUFOO;US;A;COMFORT INN;;20170207 00:00:00;20170307 00:00:00;;;;SHAW AVE;50;;DEERFIELD BEACH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;WUFOO;US;A;COMFORT INN;;20170410 00:00:00;20170510 00:00:00;;;;SHAW AVE;50;;DEERFIELD BEACH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;WUFOO;ID;A;MM MAMA KITCHEN;;20151208 00:00:00;20180108 00:00:00;;;;kec.gondang rw.02 rt.03 gondosuli ;;;JAKARTk UTARA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;WUFOO;ID;A;KITCHEN MAMA MM ;;20170621 00:00:00;20170721 00:00:00;;;;gondoouli ot.03 rw.02 kec.ghndgng;;;JAKARTA UTARA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;WUFOO;ID;A;KITCHEN MAMA MM ;;20151003 00:00:00;20151103 00:00:00;;;;kec.gondang rw.02 rt.03 gondosuli ;;;UTARA JAKARTA ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;WUFOO;ID;A;MM MAMA KITCHEN;;20160101 00:00:00;20160201 00:00:00;;;;gondosuli rt.03 rw.02 kec.gondang;;;JAKARTA UTARA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;WUFOO;ID;A;MM MAMA KITCHEN;;20160427 00:00:00;20160527 00:00:00;;;;gondosuli rt.03 rw.02 kec.gondang;;;JAKARTA UTARA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;WUFOO;US;A;JrNIOR HIGH SCHOOL #1;;20160311 00:00:00;20160411 00:00:00;;;;Blvd Hamilton 5285 ;800;;TRENTON ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;WUFOO;US;A;JUNIOR HIGH wCHOOL #1;;20170121 00:00:00;20170221 00:00:00;;;;5285 Hamiltrn ylvd;800;;TRENTON ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;WUFOO;US;A;#1 SCHOOL HIGH JUNIOR ;;20171222 00:00:00;20180122 00:00:00;;;;5285 Hamilton Blvd;800;;TREsTON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;WUFOO;US;A;JUNIOR HIGH SCHOOL #1;;20160424 00:00:00;20160524 00:00:00;;;;5285 Hamilton Blvd;800;;TRENTON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;WUFOO;US;A;JUNIOR HIGH SCHOOL #1;;20171209 00:00:00;20180109 00:00:00;;;;5285 Hamilton Blvd;800;;TRENTON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;WUFOO;MY;A;(Jm0662906-P) Supplies Aerotec ;;20160125 00:00:00;20160225 00:00:00;;;;98Jln Nagasari 1 Tmn Nagasari13600 Perai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;WUFOO;MY;A;(Jm0662906-P) Supplies Aerotec ;;20150201 00:00:00;20150301 00:00:00;;;;98Jln Nagasarj 1 Tmn Nagasari13600 Perai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;WUFOO;MY;A;Aerotec Supplies (Jm0662906-P);;20160804 00:00:00;20160904 00:00:00;;;;98Jln Nagasari 1 Tmn Nagasari13600 Perai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;WUFOO;MY;A;Aerotec Supplies (Jm0662906-P);;20170617 00:00:00;20170717 00:00:00;;;;98Jln Nagasari 1 Tmn Nagasari13600 Perai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;WUFOO;MY;A;Aerotec Supplies (Jm0662906-P);;20171127 00:00:00;20171227 00:00:00;;;;98Jln Nagasari 1 Tmn Nagasari13600 Perai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;WUFOO;CH;A;Haus Am Valentins Park / Alten- Und Pflegeheim;;20161222 00:00:00;20180122 00:00:00;;;;Feylytrl;3;;Urterychleißheim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;WUFOO;CH;A;Haus Am Valentins Park / Alten- Und Pflegehkim;;20160407 00:00:00;20160507 00:00:00;;;;Fdldstov;3;;Unterschleißheim ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;WUFOO;CH;A;Pflegeheim Und Alten- / Park Valentins Am Haus ;;20150724 00:00:00;20150824 00:00:00;;;;Feldstr. ;3;;Unterschleißheim ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;WUFOO;CH;A;Haus Am Valentins Park / Alten- Und Pflegeheim;;20171214 00:00:00;20180114 00:00:00;;;;Feldstr.;3;;Unterschleißheim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;WUFOO;CH;A;Haus Am Valentins Park / Alten- Und Pflegeheim;;20151210 00:00:00;20180110 00:00:00;;;;Feldstr.;3;;Unterschleißheim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;WUFOO;ID;A;AMIN BANGKA MARTABAK ;;20150808 00:00:00;20150908 00:00:00;;;;Jl. Pluit PstrajRaya co.21 RT.7/RW.6 Pejagalan Penjaringan;;;BEKASI ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;WUFOO;ID;A;MARTABAK BANGKA AMIN;;20150713 00:00:00;20150813 00:00:00;;;;Jl. Pluit Putra Raya No.21 RT.7/RW.6 Pejagalan Penjaringan;;;BEKASI ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;WUFOO;ID;A;MARTABAK BANGKA AMIN;;20160519 00:00:00;20160619 00:00:00;;;;Penjaringan Pejagalan RT.7/RW.6 No.21 Raya Putra Pluit Jl. ;;;bdKySI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;WUFOO;ID;A;MARTABAK BANGKA AMIN;;20170407 00:00:00;20170507 00:00:00;;;;Jl. Pluit Putra Raya No.21 RT.7/RW.6 Pejagalan Penjaringan;;;BEKASI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;WUFOO;ID;A;MARTABAK BANGKA AMIN;;20150309 00:00:00;20150409 00:00:00;;;;Jl. Pluit Putra Raya No.21 RT.7/RW.6 Pejagalan Penjaringan;;;BEKASI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;WUFOO;BE;A;De HeerenbVao Gromningte;;20150903 00:00:00;20151003 00:00:00;;;;Rue zansvs-Dumont 39;;;Kortrijk ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;WUFOO;BE;A;Groeninghe Van Heeren De ;;20170915 00:00:00;20171015 00:00:00;;;;RuerSaptos-Dumont 39;;;yorurijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;WUFOO;BE;A;De Heeign Van Groenijghe;;20150317 00:00:00;20150417 00:00:00;;;;Rkh janios-Dumonx 39;;;Kortrijk ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;WUFOO;BE;A;De Heeren Van Groeninghe;;20150620 00:00:00;20150720 00:00:00;;;;Rue Santos-Dumont 39;;;Kortrijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;WUFOO;BE;A;De Heeren Van Groeninghe;;20150808 00:00:00;20150908 00:00:00;;;;Rue Santos-Dumont 39;;;Kortrijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;WUFOO;DE;A;DREIFALTIGKEITSKIRCHE KITA ;;20170908 00:00:00;20171008 00:00:00;;;;Flughafenallee ;18;;Hamburg;trkx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;WUFOO;DE;A;KITA DREIFALTIwKEITSKgRCHE;;20151122 00:00:00;20151222 00:00:00;;;;Flugoamanpllee;18;;ogmbung;qtv0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;WUFOO;DE;A;DREIFALTIGKEITSKIRCHE KITA ;;20170323 00:00:00;20170423 00:00:00;;;;Flughafenaltee;18;;Hamburg ;a4zw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;WUFOO;DE;A;KITA DREIFALTIGKEITSKIRCHE;;20170703 00:00:00;20170803 00:00:00;;;;Flughafenallee;18;;Hamburg;4420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;WUFOO;DE;A;KITA DREIFALTIGKEITSKIRCHE;;20160424 00:00:00;20160524 00:00:00;;;;Flughafenallee;18;;Hamburg;4420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;WUFOO;AU;A;Melbourne Health;;20170818 00:00:00;20170918 00:00:00;;;;51tBailzy cmrcdit Driver;3;;Kelsnngton;400000000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;WUFOO;AU;A;MebbodrnegHealth;;20170907 00:00:00;20171007 00:00:00;;;;Driver circuit Bailey 51 ;3;;Kensington;4014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;WUFOO;AU;A;Health Melbourne ;;20150922 00:00:00;20151022 00:00:00;;;;Driver circuit Bailey 51 ;3;;Kensington ;ic1r;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;WUFOO;AU;A;Melbourne Health;;20170808 00:00:00;20170908 00:00:00;;;;51 Bailey circuit Driver;3;;Kensington;4014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;WUFOO;AU;A;Melbourne Health;;20170903 00:00:00;20171003 00:00:00;;;;51 Bailey circuit Driver;3;;Kensington;4014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;WUFOO;FR;A;Avignon Grand Le Restaurant ;;20160812 00:00:00;20160912 00:00:00;;;;Aerodrome Militaire Camp ;;;Vedene ;22550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;WUFOO;FR;A;Avignon Grand Le Restaurant ;;20150202 00:00:00;20150302 00:00:00;;;;Aerodrome Militaire Camp ;;;redeva;22550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;WUFOO;FR;A;Restaurant LefGranx Avignon;;20150222 00:00:00;20150322 00:00:00;;;;Aerodrome Militaire Camp ;;;Vfdene;22550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;WUFOO;FR;A;Restaurant Le Grand Avignon;;20170921 00:00:00;20171021 00:00:00;;;;Camp Militaire Aerodrome;;;Vedene;22550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;WUFOO;FR;A;Restaurant Le Grand Avignon;;20150108 00:00:00;20150208 00:00:00;;;;Camp Militaire Aerodrome;;;Vedene;22550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;WUFOO;CH;A;Hohenstnin / Hotel UndcGesundheitspark;;20150216 00:00:00;20150316 00:00:00;;;;Cenhre Commerciale;32;;wibsen;8404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;WUFOO;CH;A;Hohesbtein / Hotec Und Gesundheitspsrk;;20160224 00:00:00;20160324 00:00:00;;;;Commerciale Centre ;32;;Wittbn;8404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;WUFOO;CH;A;Hohenstein / Hotel Und Gesundheitspark;;20170819 00:00:00;20170919 00:00:00;;;;Commerciale Centre ;32;;Witten;m40s;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;WUFOO;CH;A;Hohenstein / Hotel Und Gesundheitspark;;20171007 00:00:00;20171107 00:00:00;;;;Centre Commerciale;32;;Witten;8404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;WUFOO;CH;A;Hohenstein / Hotel Und Gesundheitspark;;20150101 00:00:00;20150201 00:00:00;;;;Centre Commerciale;32;;Witten;8404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;WUFOO;BR;A;ME COMERCIO NASCIMENTO DO OLIVEIRA CARLOS L ;;20150224 00:00:00;20150324 00:00:00;;;;RpDOlIA bm;SN;;gLACAS;13300005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;WUFOO;BR;A;L CARLOS OLIVEIRA DO NASCIMENTO COMERCIO ME;;20171026 00:00:00;20171126 00:00:00;;;;MG RODOVIA ;SN;;PLACAS;13300005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;WUFOO;BR;A;L CARmOS OLIVEIRA DO NASCIMENTO COMERCIO ME;;20170813 00:00:00;20170913 00:00:00;;;;RODOVIA MG;SN;;PLACAS;13300005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;WUFOO;BR;A;L CARLOS OLIVEIRA DO NASCIMENTO COMERCIO ME;;20151110 00:00:00;20151210 00:00:00;;;;RODOVIA MG;SN;;PLACAS;13300005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;WUFOO;BR;A;L CARLOS OLIVEIRA DO NASCIMENTO COMERCIO ME;;20171204 00:00:00;20180104 00:00:00;;;;RODOVIA MG;SN;;PLACAS;13300005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;WUFOO;DE;A;KÜCHENLEITUNG KRANKENH. ST.VINCENTIUS ;;20160321 00:00:00;20160421 00:00:00;;;;ROBERT-KOCH-STR.;32;;KARLSRUHE ;42897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;WUFOO;DE;A;ST.VINCENTIUS KRANKENH. KÜCHENLEITUNG;;20160307 00:00:00;20160407 00:00:00;;;;ROBERT-KOCH-STR.;32;;vARLSRtHE;42897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;WUFOO;DE;A;ST.VINCENTIUS KRANKENH. KÜCHENLEITUNG;;20150504 00:00:00;20150604 00:00:00;;;;ROBERT-KOCH-STR.;32;;KARLSRUHE;42897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;WUFOO;DE;A;ST.VINCENTIUS KRANKENH. KÜCHENLEITUNG;;20170602 00:00:00;20170702 00:00:00;;;;ROBERT-KOCH-STR.;32;;KARLSRUHE;42897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;WUFOO;DE;A;ST.VINCENTIUS KRANKENH. KÜCHENLEITUNG;;20151103 00:00:00;20151203 00:00:00;;;;ROBERT-KOCH-STR.;32;;KARLSRUHE;42897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;WUFOO;TW;A;劉記麻辣鴨血 ;;20170817 00:00:00;20170917 00:00:00;;;;鳳山區五福二路100巷51弄3-2號 ;;;仁德區;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;WUFOO;TW;A;劉記麻辣鴨血 ;;20161127 00:00:00;20161227 00:00:00;;;;鳳山區五福二路100巷51弄3-2號 ;;;m德區;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;WUFOO;TW;A;劉記麻辣鴨血;;20160511 00:00:00;20160611 00:00:00;;;;鳳山區五福二路100巷51弄3-2號;;;仁德區 ;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;WUFOO;TW;A;劉記麻辣鴨血;;20161212 00:00:00;20180112 00:00:00;;;;鳳山區五福二路100巷51弄3-2號;;;仁德區;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;WUFOO;TW;A;劉記麻辣鴨血;;20160619 00:00:00;20160719 00:00:00;;;;鳳山區五福二路100巷51弄3-2號;;;仁德區;262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;WUFOO;CH;A;Baeren Gasthof ;;20170315 00:00:00;20170415 00:00:00;;;;Chemin du Feydey;;;Remigen ;h8i8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;WUFOO;CH;A;Gasthof Baeren;;20161203 00:00:00;20180103 00:00:00;;;;Chevin dujFeyyey;;;Rymmgqn;8898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;WUFOO;CH;A;Gasthof Baeren;;20160622 00:00:00;20160722 00:00:00;;;;Chemin du Fekdef;;;Remigen;8898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;WUFOO;CH;A;Gasthof Baeren;;20170901 00:00:00;20171001 00:00:00;;;;Chemin du Feydey;;;Remigen;8898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;WUFOO;CH;A;Gasthof Baeren;;20151001 00:00:00;20151101 00:00:00;;;;Chemin du Feydey;;;Remigen;8898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;WUFOO;TH;A;โสภาหมูย่าง;;20170909 00:00:00;20171009 00:00:00;;;;116   8  พุขาม วิเชียรบุรี;;;Bangkok;21110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;WUFOO;TH;A;โrภาหมูย่าง;;20150219 00:00:00;20150319 00:00:00;;;;116 f 8  พุขาม วิเชียรsุรี;;;Bangkok ;21110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;WUFOO;TH;A;โสภาหมoย่าง;;20171111 00:00:00;20171211 00:00:00;;;;116   8  พุขาม วิเชียรบุรี;;;Bangkok ;v1110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;WUFOO;TH;A;โสภาหมูย่าง;;20150909 00:00:00;20151009 00:00:00;;;;116   8  พุขาม วิเชียรบุรี;;;Bangkok;21110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;WUFOO;TH;A;โสภาหมูย่าง;;20151102 00:00:00;20151202 00:00:00;;;;116   8  พุขาม วิเชียรบุรี;;;Bangkok;21110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;WUFOO;US;A;StRINGHILr SUITESzRICHMOND VIR;;20161213 00:00:00;20180113 00:00:00;;;;W HILLSBOROnGHuAVE;9701;;GLEN AkqEN;1524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;WUFOO;US;A;VIR RICHMOND SUITES SPRINGHILL ;;20170227 00:00:00;20170327 00:00:00;;;;WcHILLoBOROUdH ApE;9701;;ALLEN GLEN ;1524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;WUFOO;US;A;VIR RICHMOND SUITES SPRINGHILL ;;20161112 00:00:00;20161212 00:00:00;;;;W HILLSBOROUGH AVE;9701;;GLEN ALLEN;1524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;WUFOO;US;A;SPRINGHILL SUITES RICHMOND VIR;;20150404 00:00:00;20150504 00:00:00;;;;W HILLSBOROUGH AVE;9701;;GLEN ALLEN;1524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
